Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Country_from,Country_to,Year
Lee Carsley,Defensive Midfield,28,Coventry City,First Division,Everton,Premier League,2002-2003,,2850000,England,England,2002
Cenk Tosun,Centre-Forward,26,Besiktas,Süper Lig,Everton,Premier League,2017-2018,10500000.0,22500000,Turkey,England,2017
Tobias Linderoth,Defensive Midfield,22,Stabaek IF,Eliteserien,Everton,Premier League,2001-2002,,3750000,Poland,England,2001
Johnny Heitinga,Centre-Back,25,Atlético Madrid,LaLiga,Everton,Premier League,2009-2010,8000000.0,6800000,Spain,England,2009
Joel Robles,Goalkeeper,23,Atlético Madrid,LaLiga,Everton,Premier League,2013-2014,3000000.0,4000000,Spain,England,2013
Mikel Arteta,Central Midfield,23,Real Sociedad,LaLiga,Everton,Premier League,2005-2006,8000000.0,2800000,Spain,England,2005
Espen Baardsen,Goalkeeper,25,Watford,First Division,Everton,Premier League,2002-2003,,1880000,England,England,2002
Nikica Jelavic,Centre-Forward,26,Rangers,Premiership,Everton,Premier League,2011-2012,5000000.0,6600000,Scotland,England,2011
Kevin Kilbane,Left Midfield,26,Sunderland,First Division,Everton,Premier League,2003-2004,,1250000,England,England,2003
James McFadden,Second Striker,20,Motherwell FC,Premiership,Everton,Premier League,2003-2004,,1750000,Scotland,England,2003
Bryan Oviedo,Left-Back,22,FC Copenhagen,Superligaen,Everton,Premier League,2012-2013,800000.0,4500000,Denmark,England,2012
Sylvain Distin,Centre-Back,31,Portsmouth,Premier League,Everton,Premier League,2009-2010,8300000.0,6500000,England,England,2009
Muhamed Besic,Defensive Midfield,21,Ferencváros,NB I.,Everton,Premier League,2014-2015,2500000.0,4800000,Hungary,England,2014
Tim Cahill,Attacking Midfield,24,Millwall,Championship,Everton,Premier League,2004-2005,,2200000,England,England,2004
Joleon Lescott,Centre-Back,23,Wolves,Championship,Everton,Premier League,2006-2007,8000000.0,6500000,England,England,2006
Leighton Baines,Left-Back,22,Wigan,Premier League,Everton,Premier League,2007-2008,7500000.0,7500000,England,England,2007
Andy Johnson,Centre-Forward,25,Crystal Palace,Championship,Everton,Premier League,2006-2007,11000000.0,11000000,England,England,2006
Richarlison,Left Winger,21,Watford,Premier League,Everton,Premier League,2018-2019,25000000.0,39200000,England,England,2018
Nikola Vlasic,Attacking Midfield,19,Hajduk Split,1.HNL,Everton,Premier League,2017-2018,4000000.0,10800000,Croatia,England,2017
Phil Jagielka,Centre-Back,24,Sheffield Utd.,Championship,Everton,Premier League,2007-2008,2750000.0,6000000,England,England,2007
Ashley Williams,Centre-Back,31,Swansea,Premier League,Everton,Premier League,2016-2017,8000000.0,14000000,England,England,2016
Gylfi Sigurdsson,Attacking Midfield,27,Swansea,Premier League,Everton,Premier League,2017-2018,25000000.0,49400000,England,England,2017
James McCarthy,Central Midfield,22,Wigan,Championship,Everton,Premier League,2013-2014,7500000.0,15300000,England,England,2013
Arouna Koné,Centre-Forward,29,Wigan,Championship,Everton,Premier League,2013-2014,5000000.0,7000000,England,England,2013
Ramiro Funes Mori,Centre-Back,24,River Plate,Primera División,Everton,Premier League,2015-2016,6000000.0,12900000,Argentina,England,2015
Yannick Bolasie,Left Winger,27,Crystal Palace,Premier League,Everton,Premier League,2016-2017,14000000.0,28900000,England,England,2016
Ademola Lookman,Left Winger,19,Charlton,League One,Everton,Premier League,2016-2017,1500000.0,8800000,England,England,2016
Idrissa Gueye,Central Midfield,26,Aston Villa,Championship,Everton,Premier League,2016-2017,9000000.0,8500000,England,England,2016
Michael Keane,Centre-Back,24,Burnley,Premier League,Everton,Premier League,2017-2018,18000000.0,28500000,England,England,2017
Jordan Pickford,Goalkeeper,23,Sunderland,Championship,Everton,Premier League,2017-2018,15000000.0,28500000,England,England,2017
Henry Onyekuru,Left Winger,20,KAS Eupen,Jupiler Pro League,Everton,Premier League,2017-2018,7000000.0,8000000,Belgium,England,2017
Marc Bartra,Centre-Back,25,FC Barcelona,LaLiga,Bor. Dortmund,1.Bundesliga,2016-2017,12000000.0,8000000,Spain,Germany,2016
Márcio Amoroso,Centre-Forward,27,Parma,Serie A,Bor. Dortmund,1.Bundesliga,2001-2002,,25500000,Italy,Germany,2001
Evanilson,Right-Back,27,Parma,Serie A,Bor. Dortmund,1.Bundesliga,2003-2004,,15000000,Italy,Germany,2003
Jörg Heinrich,Left Midfield,30,Fiorentina,Serie A,Bor. Dortmund,1.Bundesliga,2000-2001,,4100000,Italy,Germany,2000
Nuri Sahin,Defensive Midfield,25,Real Madrid,LaLiga,Bor. Dortmund,1.Bundesliga,2014-2015,12000000.0,7000000,Spain,Germany,2014
Alex Frei,Centre-Forward,26,Stade Rennais,Ligue 1,Bor. Dortmund,1.Bundesliga,2006-2007,10000000.0,4100000,France,Germany,2006
Ousmane Dembélé,Right Winger,19,Stade Rennais,Ligue 1,Bor. Dortmund,1.Bundesliga,2016-2017,12000000.0,15000000,France,Germany,2016
Gonzalo Castro,Central Midfield,28,Bay. Leverkusen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2015-2016,14000000.0,11000000,Germany,Germany,2015
Ömer Toprak,Centre-Back,27,Bay. Leverkusen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,16000000.0,12000000,Germany,Germany,2017
Andriy Yarmolenko,Right Winger,27,Dynamo Kyiv,Premier Liga,Bor. Dortmund,1.Bundesliga,2017-2018,18000000.0,25000000,Ukraine,Germany,2017
Tomás Rosicky,Attacking Midfield,20,Sparta Praha, Czech Republic,Bor. Dortmund,1.Bundesliga,2000-2001,,14500000,Czech Republic,Germany,2000
Sunday Oliseh,Defensive Midfield,25,Juventus,Serie A,Bor. Dortmund,1.Bundesliga,2000-2001,,7500000,Italy,Germany,2000
Shinji Kagawa,Attacking Midfield,25,Man Utd,Premier League,Bor. Dortmund,1.Bundesliga,2014-2015,15000000.0,8000000,England,Germany,2014
Henrikh Mkhitaryan,Attacking Midfield,24,Shakhtar D.,Premier Liga,Bor. Dortmund,1.Bundesliga,2013-2014,22000000.0,27500000,Ukraine,Germany,2013
Ivan Perisic,Left Winger,22,Club Brugge,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2011-2012,6000000.0,5500000,Belgium,Germany,2011
Jan Koller,Centre-Forward,28,RSC Anderlecht,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2001-2002,,10500000,Belgium,Germany,2001
Ewerthon,Centre-Forward,20,Corinthians, Brazil,Bor. Dortmund,1.Bundesliga,2001-2002,,7100000,Brazil,Germany,2001
Torsten Frings,Defensive Midfield,25,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2002-2003,,8500000,Germany,Germany,2002
Nelson Valdez,Centre-Forward,22,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2006-2007,5000000.0,4700000,Germany,Germany,2006
Sokratis,Centre-Back,25,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2013-2014,10000000.0,9900000,Germany,Germany,2013
Thomas Delaney,Central Midfield,26,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018-2019,12000000.0,20000000,Germany,Germany,2018
Mats Hummels,Centre-Back,20,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2009-2010,4000000.0,4200000,Germany,Germany,2009
Mario Götze,Attacking Midfield,24,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,35000000.0,22000000,Germany,Germany,2016
Sebastian Rode,Central Midfield,25,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,8000000.0,12000000,Germany,Germany,2016
André Schürrle,Left Winger,25,VfL Wolfsburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,18000000.0,30000000,Germany,Germany,2016
Sebastian Kehl,Defensive Midfield,21,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2001-2002,,3200000,Germany,Germany,2001
Matthias Ginter,Centre-Back,20,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,12000000.0,10000000,Germany,Germany,2014
Maximilian Philipp,Left Winger,23,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,15000000.0,20000000,Germany,Germany,2017
Ilkay Gündogan,Central Midfield,20,1.FC Nuremberg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2011-2012,6500000.0,5500000,Germany,Germany,2011
Adrián Ramos,Centre-Forward,28,Hertha BSC,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,11000000.0,9700000,Germany,Germany,2014
Neven Subotic,Centre-Back,19,1.FSV Mainz 05,2.Bundesliga,Bor. Dortmund,1.Bundesliga,2008-2009,2500000.0,4500000,Germany,Germany,2008
Juan Fernández,Right-Back,22,Estudiantes, Argentina,Bor. Dortmund,1.Bundesliga,2002-2003,,1650000,Argentina,Germany,2002
Manuel Akanji,Centre-Back,22,FC Basel,Super League,Bor. Dortmund,1.Bundesliga,2017-2018,5000000.0,21500000,Switzerland,Germany,2017
Niclas Jensen,Left-Back,28,Man City,Premier League,Bor. Dortmund,1.Bundesliga,2003-2004,,1250000,England,Germany,2003
Julian Schieber,Centre-Forward,23,VfB Stuttgart,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2012-2013,8000000.0,5500000,Germany,Germany,2012
Marco Reus,Left Winger,23,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2012-2013,20000000.0,17100000,Germany,Germany,2012
Mahmoud Dahoud,Central Midfield,21,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,15000000.0,12000000,Germany,Germany,2017
Emre Mor,Left Winger,18,Nordsjaelland,Superligaen,Bor. Dortmund,1.Bundesliga,2016-2017,1000000.0,9750000,Denmark,Germany,2016
Pierre-Emerick Aubameyang,Centre-Forward,24,Saint-Étienne,Ligue 1,Bor. Dortmund,1.Bundesliga,2013-2014,15000000.0,13000000,France,Germany,2013
Tinga,Central Midfield,28,Internacional,Série A,Bor. Dortmund,1.Bundesliga,2006-2007,3000000.0,2900000,Brazil,Germany,2006
Ciro Immobile,Centre-Forward,24,Torino,Serie A,Bor. Dortmund,1.Bundesliga,2014-2015,18000000.0,18500000,Italy,Germany,2014
Lucas Barrios,Centre-Forward,24,Colo Colo,Primera División,Bor. Dortmund,1.Bundesliga,2009-2010,2400000.0,4200000,Chile,Germany,2009
Kevin Kampl,Central Midfield,24,RB Salzburg,Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,9000000.0,12000000,Germany,Germany,2014
Abdou Diallo,Centre-Back,22,1.FSV Mainz 05,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018-2019,12000000.0,28000000,Germany,Germany,2018
Robert Lewandowski,Centre-Forward,21,Lech Poznan,Ekstraklasa,Bor. Dortmund,1.Bundesliga,2010-2011,4500000.0,4750000,Poland,Germany,2010
Marius Wolf,Right Midfield,23,E. Frankfurt,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018-2019,10000000.0,5000000,Germany,Germany,2018
Raphaël Guerreiro,Left-Back,22,FC Lorient,Rel. Ligue 1,Bor. Dortmund,1.Bundesliga,2016-2017,9000000.0,12000000,France,Germany,2016
Alexander Isak,Centre-Forward,17,AIK Solna,Allsvenskan,Bor. Dortmund,1.Bundesliga,2016-2017,1750000.0,8600000,Sweden,Germany,2016
Jadon Sancho,Left Winger,17,Man City U18,U18 Premier League,Bor. Dortmund,1.Bundesliga,2017-2018,,7840000,England,Germany,2017
Gerard Deulofeu,Right Winger,24,FC Barcelona,LaLiga,Watford,Premier League,2018-2019,14000000.0,13000000,Spain,England,2018
Abdoulaye Doucouré,Central Midfield,23,Stade Rennais,Ligue 1,Watford,Premier League,2015-2016,6000000.0,10600000,France,England,2015
Tom Cleverley,Central Midfield,27,Everton,Premier League,Watford,Premier League,2017-2018,8000000.0,9300000,England,England,2017
Nordin Amrabat,Left Winger,28,Málaga CF,LaLiga,Watford,Premier League,2015-2016,6000000.0,8400000,Spain,England,2015
Roberto Pereyra,Attacking Midfield,25,Juventus,Serie A,Watford,Premier League,2016-2017,16000000.0,13000000,Italy,England,2016
Adam Masina,Left-Back,24,Bologna,Serie A,Watford,Premier League,2018-2019,7000000.0,5000000,Italy,England,2018
Steven Berghuis,Right Winger,23,AZ Alkmaar,Eredivisie,Watford,Premier League,2015-2016,3500000.0,6500000,Nederlands,England,2015
Sven Kums,Defensive Midfield,28,KAA Gent,Jupiler Pro League,Watford,Premier League,2016-2017,7500000.0,9000000,Belgium,England,2016
Obbi Oulare,Centre-Forward,19,Club Brugge,Jupiler Pro League,Watford,Premier League,2015-2016,5000000.0,8230000,Belgium,England,2015
Étienne Capoue,Defensive Midfield,27,Spurs,Premier League,Watford,Premier League,2015-2016,7500000.0,8900000,England,England,2015
Adalberto Peñaranda,Centre-Forward,18,Udinese Calcio,Serie A,Watford,Premier League,2015-2016,500000.0,10600000,Italy,England,2015
Matej Vydra,Centre-Forward,23,Udinese Calcio,Serie A,Watford,Premier League,2015-2016,5500000.0,8400000,Italy,England,2015
José Manuel Jurado,Attacking Midfield,29,Spartak Moscow,Premier Liga,Watford,Premier League,2015-2016,7000000.0,8600000,Russia,England,2015
Christian Kabasele,Centre-Back,25,KRC Genk,Jupiler Pro League,Watford,Premier League,2016-2017,6000000.0,6950000,Belgium,England,2016
Will Hughes,Central Midfield,22,Derby,Championship,Watford,Premier League,2017-2018,8000000.0,9100000,England,England,2017
Richarlison,Left Winger,20,Fluminense,Série A,Watford,Premier League,2017-2018,2000000.0,12400000,Brazil,England,2017
Daryl Janmaat,Right-Back,27,Newcastle,Championship,Watford,Premier League,2016-2017,7500000.0,8900000,England,England,2016
Isaac Success,Left Winger,20,Granada CF,LaLiga,Watford,Premier League,2016-2017,3000000.0,15000000,Spain,England,2016
Andre Gray,Centre-Forward,26,Burnley,Premier League,Watford,Premier League,2017-2018,10000000.0,20400000,England,England,2017
Hernán Crespo,Centre-Forward,25,Parma,Serie A,Lazio,Serie A,2000-2001,,56810000,Italy,Italy,2000
Dino Baggio,Defensive Midfield,29,Parma,Serie A,Lazio,Serie A,2000-2001,,7500000,Italy,Italy,2000
Marco Parolo,Central Midfield,29,Parma,Serie A,Lazio,Serie A,2014-2015,6000000.0,4500000,Italy,Italy,2014
Matuzalém,Defensive Midfield,29,Real Zaragoza,LaLiga,Lazio,Serie A,2009-2010,4000000.0,6000000,Spain,Italy,2009
Claudio López,Centre-Forward,25,Valencia CF,LaLiga,Lazio,Serie A,2000-2001,,23000000,Spain,Italy,2000
Gaizka Mendieta,Right Midfield,27,Valencia CF,LaLiga,Lazio,Serie A,2001-2002,,48000000,Spain,Italy,2001
Angelo Peruzzi,Goalkeeper,30,Inter,Serie A,Lazio,Serie A,2000-2001,,17900000,Italy,Italy,2000
Bernardo Corradi,Centre-Forward,26,Inter,Serie A,Lazio,Serie A,2002-2003,,10000000,Italy,Italy,2002
Goran Pandev,Second Striker,20,Inter,Serie A,Lazio,Serie A,2004-2005,,8000000,Italy,Italy,2004
Karel Poborsky,Right Midfield,28,Benfica,Liga NOS,Lazio,Serie A,2000-2001,,2250000,Portugal,Italy,2000
Stefan de Vrij,Centre-Back,22,Feyenoord,Eredivisie,Lazio,Serie A,2014-2015,6000000.0,7000000,Nederlands,Italy,2014
Darko Kovacevic,Centre-Forward,27,Juventus,Serie A,Lazio,Serie A,2001-2002,,15000000,Italy,Italy,2001
Pasquale Foggia,Attacking Midfield,23,AC Milan,Serie A,Lazio,Serie A,2006-2007,2500000.0,3150000,Italy,Italy,2006
Jaap Stam,Centre-Back,29,Man Utd,Premier League,Lazio,Serie A,2001-2002,,25750000,England,Italy,2001
Stefano Fiore,Attacking Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2001-2002,,25000000,Italy,Italy,2001
Giuliano Giannichedda,Defensive Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2001-2002,,7500000,Italy,Italy,2001
Roberto Muzzi,Centre-Forward,31,Udinese Calcio,Serie A,Lazio,Serie A,2003-2004,,1100000,Italy,Italy,2003
Stefano Mauri,Attacking Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2006-2007,3000000.0,3500000,Italy,Italy,2006
Cribari,Centre-Back,26,Udinese Calcio,Serie A,Lazio,Serie A,2006-2007,3000000.0,3000000,Italy,Italy,2006
Antonio Candreva,Right Winger,26,Udinese Calcio,Serie A,Lazio,Serie A,2013-2014,10000000.0,8200000,Italy,Italy,2013
Dusan Basta,Right-Back,30,Udinese Calcio,Serie A,Lazio,Serie A,2015-2016,5500000.0,10500000,Italy,Italy,2015
Lucas Biglia,Defensive Midfield,27,RSC Anderlecht,Jupiler Pro League,Lazio,Serie A,2013-2014,8000000.0,8400000,Belgium,Italy,2013
César,Left Midfield,26,São Caetano, Brazil,Lazio,Serie A,2001-2002,,5000000,Brazil,Italy,2001
Massimo Oddo,Right-Back,26,Hellas Verona,Serie B,Lazio,Serie A,2002-2003,,1500000,Italy,Italy,2002
Riza Durmisi,Left-Back,24,Real Betis,LaLiga,Lazio,Serie A,2018-2019,5000000.0,6500000,Spain,Italy,2018
Ciro Immobile,Centre-Forward,26,Sevilla FC,LaLiga,Lazio,Serie A,2016-2017,10000000.0,9450000,Spain,Italy,2016
Joaquín Correa,Left Winger,23,Sevilla FC,LaLiga,Lazio,Serie A,2018-2019,10000000.0,15000000,Spain,Italy,2018
Ousmane Dabo,Defensive Midfield,26,Atalanta,Serie B,Lazio,Serie A,2003-2004,,8880000,Italy,Italy,2003
Luciano Zauri,Right-Back,25,Atalanta,Serie B,Lazio,Serie A,2003-2004,,5950000,Italy,Italy,2003
Sergej Milinkovic-Savic,Central Midfield,20,KRC Genk,Jupiler Pro League,Lazio,Serie A,2015-2016,4000000.0,18000000,Belgium,Italy,2015
Felipe Anderson,Right Winger,20,Santos FC,Série A,Lazio,Serie A,2013-2014,6000000.0,7500000,Brazil,Italy,2013
Hernanes,Attacking Midfield,25,São Paulo,Série A,Lazio,Serie A,2010-2011,9000000.0,13500000,Brazil,Italy,2010
Wallace,Centre-Back,21,Braga,Liga NOS,Lazio,Serie A,2016-2017,3500000.0,8000000,Portugal,Italy,2016
Djibril Cissé,Centre-Forward,29,Panathinaikos,Super League,Lazio,Serie A,2011-2012,14000000.0,5800000,Greece,Italy,2011
Juan Pablo Carrizo,Goalkeeper,24,River Plate,Torneo Final,Lazio,Serie A,2008-2009,5300000.0,7500000,Argentina,Italy,2008
Stephen Makinwa,Centre-Forward,22,US Palermo,Serie A,Lazio,Serie A,2006-2007,4000000.0,6300000,Italy,Italy,2006
Valon Behrami,Defensive Midfield,20,Genoa,Serie C - A,Lazio,Serie A,2005-2006,500000.0,6000000,Italy,Italy,2005
Mauro Zárate,Second Striker,22,Al Sadd, Qatar,Lazio,Serie A,2009-2010,9000000.0,20200000,Qatar,Italy,2009
Cristian Ledesma,Central Midfield,23,Lecce,Serie B,Lazio,Serie A,2006-2007,9000000.0,5300000,Italy,Italy,2006
Federico Marchetti,Goalkeeper,28,Cagliari Calcio,Serie A,Lazio,Serie A,2011-2012,5500000.0,5200000,Italy,Italy,2011
Sergio Floccari,Centre-Forward,28,Genoa,Serie A,Lazio,Serie A,2010-2011,10000000.0,8500000,Italy,Italy,2010
Giuseppe Sculli,Left Winger,29,Genoa,Serie A,Lazio,Serie A,2010-2011,5000000.0,3000000,Italy,Italy,2010
Abdoulay Konko,Right-Back,27,Genoa,Serie A,Lazio,Serie A,2011-2012,5000000.0,4000000,Italy,Italy,2011
Stefan Radu,Left-Back,21,Dinamo Bukarest,Liga 1,Lazio,Serie A,2008-2009,1400000.0,4500000,Romania,Italy,2008
Valon Berisha,Left Midfield,25,RB Salzburg,Bundesliga,Lazio,Serie A,2018-2019,10000000.0,7500000,Germany,Italy,2018
Francesco Acerbi,Centre-Back,30,Sassuolo,Serie A,Lazio,Serie A,2018-2019,10000000.0,10000000,Italy,Italy,2018
Gianluigi Buffon,Goalkeeper,23,Parma,Serie A,Juventus,Serie A,2001-2002,,52880000,Italy,Italy,2001
Lilian Thuram,Centre-Back,29,Parma,Serie A,Juventus,Serie A,2001-2002,,41500000,Italy,Italy,2001
Marco Di Vaio,Centre-Forward,26,Parma,Serie A,Juventus,Serie A,2002-2003,,21000000,Italy,Italy,2002
Matteo Brighi,Central Midfield,23,Parma,Serie A,Juventus,Serie A,2004-2005,,11500000,Italy,Italy,2004
Sebastian Giovinco,Second Striker,25,Parma,Serie A,Juventus,Serie A,2012-2013,12500000.0,11000000,Italy,Italy,2012
Patrick Vieira,Defensive Midfield,29,Arsenal,Premier League,Juventus,Serie A,2005-2006,35000000.0,20000000,England,Italy,2005
Wojciech Szczesny,Goalkeeper,27,Arsenal,Premier League,Juventus,Serie A,2017-2018,17000000.0,12200000,England,Italy,2017
Fabrizio Miccoli,Centre-Forward,25,Fiorentina,Serie A,Juventus,Serie A,2004-2005,15000000.0,2400000,Italy,Italy,2004
Giorgio Chiellini,Centre-Back,20,Fiorentina,Serie A,Juventus,Serie A,2005-2006,9000000.0,7700000,Italy,Italy,2005
Felipe Melo,Defensive Midfield,26,Fiorentina,Serie A,Juventus,Serie A,2009-2010,9500000.0,25000000,Italy,Italy,2009
Federico Bernardeschi,Right Winger,23,Fiorentina,Serie A,Juventus,Serie A,2017-2018,30000000.0,40000000,Italy,Italy,2017
